Timestamp,Density,Temperature,Pressure,Humidity
2023-01-01T03:40:00.000Z,52,117,254,370
2023-01-01T03:45:00.000Z,73,182,235,314
2023-01-01T03:50:00.000Z,41,173,245,385
2023-01-01T03:55:00.000Z,10,107,297,364
2023-01-01T04:00:00.000Z,53,123,208,346
2023-01-01T04:05:00.000Z,18,195,226,332
2023-01-01T04:10:00.000Z,25,194,273,317
2023-01-01T04:15:00.000Z,32,139,289,392
2023-01-01T04:20:00.000Z,44,130,241,330
2023-01-01T04:25:00.000Z,67,165,235,381
2023-01-01T04:30:00.000Z,61,129,205,308
2023-01-01T04:35:00.000Z,34,113,202,366
2023-01-01T04:40:00.000Z,85,137,201,359
2023-01-01T04:45:00.000Z,14,107,239,370
2023-01-01T04:50:00.000Z,22,123,217,306
2023-01-01T04:55:00.000Z,40,132,285,338
2023-01-01T05:00:00.000Z,41,194,228,312
2023-01-01T05:05:00.000Z,12,153,212,348
2023-01-01T05:10:00.000Z,23,162,236,363
2023-01-01T05:15:00.000Z,0,167,241,300
2023-01-01T05:20:00.000Z,13,175,277,318
2023-01-01T05:25:00.000Z,80,104,300,358
2023-01-01T05:30:00.000Z,85,134,217,398
2023-01-01T05:35:00.000Z,66,115,242,321
2023-01-01T05:40:00.000Z,29,107,268,357
2023-01-01T05:45:00.000Z,99,154,201,379
2023-01-01T05:50:00.000Z,35,115,274,400
2023-01-01T05:55:00.000Z,15,115,200,350
2023-01-01T06:00:00.000Z,4,102,236,310
2023-01-01T06:05:00.000Z,58,134,285,323
2023-01-01T06:10:00.000Z,2,189,220,349
2023-01-01T06:15:00.000Z,19,113,291,363
2023-01-01T06:20:00.000Z,87,130,203,327
2023-01-01T06:25:00.000Z,19,180,209,397
2023-01-01T06:30:00.000Z,74,159,213,369
2023-01-01T06:35:00.000Z,90,181,232,312
2023-01-01T06:40:00.000Z,12,146,246,301
2023-01-01T06:45:00.000Z,14,168,232,300
2023-01-01T06:50:00.000Z,48,184,231,319
2023-01-01T06:55:00.000Z,47,135,264,338
2023-01-01T07:00:00.000Z,99,126,224,358
2023-01-01T07:05:00.000Z,90,196,295,342
2023-01-01T07:10:00.000Z,21,106,237,321
2023-01-01T07:15:00.000Z,25,148,236,339
2023-01-01T07:20:00.000Z,16,139,206,316
2023-01-01T07:25:00.000Z,4,160,283,363
2023-01-01T07:30:00.000Z,63,116,256,369
2023-01-01T07:35:00.000Z,96,176,218,321
2023-01-01T07:40:00.000Z,10,171,217,377
2023-01-01T07:45:00.000Z,13,140,298,395
2023-01-01T07:50:00.000Z,5,112,221,312
2023-01-01T07:55:00.000Z,81,166,243,379
2023-01-01T08:00:00.000Z,13,195,216,334
2023-01-01T08:05:00.000Z,40,129,237,303
2023-01-01T08:10:00.000Z,94,136,279,369
2023-01-01T08:15:00.000Z,12,109,218,361
2023-01-01T08:20:00.000Z,10,109,254,349
2023-01-01T08:25:00.000Z,1,184,208,360
2023-01-01T08:30:00.000Z,91,100,297,365
2023-01-01T08:35:00.000Z,64,106,223,375
2023-01-01T08:40:00.000Z,31,139,257,358
2023-01-01T08:45:00.000Z,4,197,224,375
2023-01-01T08:50:00.000Z,55,126,224,367
2023-01-01T08:55:00.000Z,84,148,234,400
2023-01-01T09:00:00.000Z,94,103,257,347
2023-01-01T09:05:00.000Z,23,151,285,320
2023-01-01T09:10:00.000Z,75,167,267,352
2023-01-01T09:15:00.000Z,51,166,269,352
2023-01-01T09:20:00.000Z,4,127,222,320
2023-01-01T09:25:00.000Z,39,117,229,308
2023-01-01T09:30:00.000Z,62,167,225,363
2023-01-01T09:35:00.000Z,54,178,273,335
2023-01-01T09:40:00.000Z,94,155,202,339
2023-01-01T09:45:00.000Z,78,160,261,393
2023-01-01T09:50:00.000Z,73,168,262,400
2023-01-01T09:55:00.000Z,92,126,232,381
2023-01-01T10:00:00.000Z,16,158,298,303
2023-01-01T10:05:00.000Z,31,194,221,356
2023-01-01T10:10:00.000Z,86,139,249,347
2023-01-01T10:15:00.000Z,20,122,212,304
2023-01-01T10:20:00.000Z,55,143,229,333
2023-01-01T10:25:00.000Z,43,183,203,367
2023-01-01T10:30:00.000Z,69,147,211,322
2023-01-01T10:35:00.000Z,97,177,221,400
2023-01-01T10:40:00.000Z,3,147,231,346
2023-01-01T10:45:00.000Z,90,105,217,311
2023-01-01T10:50:00.000Z,55,121,246,300
2023-01-01T10:55:00.000Z,33,109,285,388
2023-01-01T11:00:00.000Z,27,192,266,376
2023-01-01T11:05:00.000Z,52,138,238,337
2023-01-01T11:10:00.000Z,48,145,223,393
2023-01-01T11:15:00.000Z,45,137,284,302
2023-01-01T11:20:00.000Z,88,106,295,367
2023-01-01T11:25:00.000Z,81,195,241,365
2023-01-01T11:30:00.000Z,100,161,255,346
2023-01-01T11:35:00.000Z,4,145,270,326
2023-01-01T11:40:00.000Z,51,115,288,319
2023-01-01T11:45:00.000Z,12,141,217,327
2023-01-01T11:50:00.000Z,55,181,281,330
2023-01-01T11:55:00.000Z,40,106,216,332
2023-01-01T12:00:00.000Z,25,145,270,351
2023-01-01T12:05:00.000Z,43,190,297,400
2023-01-01T12:10:00.000Z,81,136,220,333
2023-01-01T12:15:00.000Z,48,159,275,332
2023-01-01T12:20:00.000Z,77,189,287,341
2023-01-01T12:25:00.000Z,78,118,230,339
2023-01-01T12:30:00.000Z,71,108,219,396
2023-01-01T12:35:00.000Z,3,177,276,305
2023-01-01T12:40:00.000Z,88,121,239,360
2023-01-01T12:45:00.000Z,19,170,278,332
2023-01-01T12:50:00.000Z,80,169,288,327
2023-01-01T12:55:00.000Z,89,135,241,352
2023-01-01T13:00:00.000Z,4,102,250,345
2023-01-01T13:05:00.000Z,55,129,239,377
2023-01-01T13:10:00.000Z,90,158,203,314
2023-01-01T13:15:00.000Z,7,100,262,374
2023-01-01T13:20:00.000Z,6,120,247,372
2023-01-01T13:25:00.000Z,11,198,281,339
2023-01-01T13:30:00.000Z,83,134,299,383
2023-01-01T13:35:00.000Z,44,183,245,357
2023-01-01T13:40:00.000Z,25,175,207,333
2023-01-01T13:45:00.000Z,42,192,235,318
2023-01-01T13:50:00.000Z,100,118,243,316
2023-01-01T13:55:00.000Z,2,106,214,396
2023-01-01T14:00:00.000Z,40,159,218,329
2023-01-01T14:05:00.000Z,76,112,272,304
2023-01-01T14:10:00.000Z,64,164,273,305
2023-01-01T14:15:00.000Z,87,140,273,305
2023-01-01T14:20:00.000Z,85,106,201,321
2023-01-01T14:25:00.000Z,22,162,287,387
2023-01-01T14:30:00.000Z,100,156,277,368
2023-01-01T14:35:00.000Z,62,187,290,329
2023-01-01T14:40:00.000Z,82,184,274,368
2023-01-01T14:45:00.000Z,73,152,213,340
2023-01-01T14:50:00.000Z,52,142,254,305
2023-01-01T14:55:00.000Z,28,197,268,347
2023-01-01T15:00:00.000Z,85,179,230,323
2023-01-01T15:05:00.000Z,97,139,274,321
2023-01-01T15:10:00.000Z,74,122,277,349
2023-01-01T15:15:00.000Z,15,116,202,347
2023-01-01T15:20:00.000Z,88,159,282,397
2023-01-01T15:25:00.000Z,84,140,203,390
2023-01-01T15:30:00.000Z,94,181,268,332
2023-01-01T15:35:00.000Z,90,103,249,393
2023-01-01T15:40:00.000Z,76,176,289,324
2023-01-01T15:45:00.000Z,77,176,298,332
2023-01-01T15:50:00.000Z,78,142,238,334
2023-01-01T15:55:00.000Z,52,198,205,347
2023-01-01T16:00:00.000Z,44,188,209,354
2023-01-01T16:05:00.000Z,61,156,287,351
2023-01-01T16:10:00.000Z,76,117,210,356
2023-01-01T16:15:00.000Z,22,111,215,376
2023-01-01T16:20:00.000Z,2,134,234,332
2023-01-01T16:25:00.000Z,33,116,208,309
2023-01-01T16:30:00.000Z,39,172,274,390
2023-01-01T16:35:00.000Z,13,144,228,360
2023-01-01T16:40:00.000Z,1,199,253,378
2023-01-01T16:45:00.000Z,41,195,235,370
2023-01-01T16:50:00.000Z,97,169,275,394
2023-01-01T16:55:00.000Z,10,186,220,382
2023-01-01T17:00:00.000Z,91,105,222,378
2023-01-01T17:05:00.000Z,10,148,273,301
2023-01-01T17:10:00.000Z,35,127,226,327
2023-01-01T17:15:00.000Z,21,138,289,331
2023-01-01T17:20:00.000Z,79,118,213,372
2023-01-01T17:25:00.000Z,70,109,254,315
2023-01-01T17:30:00.000Z,35,100,205,334
2023-01-01T17:35:00.000Z,20,154,297,367
2023-01-01T17:40:00.000Z,47,199,203,319
2023-01-01T17:45:00.000Z,2,166,297,369
2023-01-01T17:50:00.000Z,3,145,279,315
2023-01-01T17:55:00.000Z,35,164,253,375
2023-01-01T18:00:00.000Z,80,168,284,394
2023-01-01T18:05:00.000Z,21,176,259,313
2023-01-01T18:10:00.000Z,75,105,280,318
2023-01-01T18:15:00.000Z,19,158,204,350
2023-01-01T18:20:00.000Z,57,136,293,330
2023-01-01T18:25:00.000Z,46,199,258,310
2023-01-01T18:30:00.000Z,28,154,300,356
2023-01-01T18:35:00.000Z,25,100,273,311
2023-01-01T18:40:00.000Z,73,162,287,334
2023-01-01T18:45:00.000Z,2,145,230,300
2023-01-01T18:50:00.000Z,75,153,246,317
2023-01-01T18:55:00.000Z,53,121,261,317
2023-01-01T19:00:00.000Z,55,172,245,352
2023-01-01T19:05:00.000Z,68,172,282,351
2023-01-01T19:10:00.000Z,99,154,292,352
2023-01-01T19:15:00.000Z,79,135,243,330
2023-01-01T19:20:00.000Z,88,184,273,334
2023-01-01T19:25:00.000Z,52,113,226,345
2023-01-01T19:30:00.000Z,56,138,245,393
2023-01-01T19:35:00.000Z,66,127,273,374
2023-01-01T19:40:00.000Z,64,114,275,300
2023-01-01T19:45:00.000Z,87,142,263,338
2023-01-01T19:50:00.000Z,81,165,280,377
2023-01-01T19:55:00.000Z,43,143,295,303
2023-01-01T20:00:00.000Z,25,139,218,318
2023-01-01T20:05:00.000Z,90,116,252,312
2023-01-01T20:10:00.000Z,89,158,285,333
2023-01-01T20:15:00.000Z,78,131,276,353
2023-01-01T20:20:00.000Z,36,141,277,388
2023-01-01T20:25:00.000Z,53,109,247,327
2023-01-01T20:30:00.000Z,55,158,207,301
2023-01-01T20:35:00.000Z,14,166,200,389
2023-01-01T20:40:00.000Z,18,145,240,370
2023-01-01T20:45:00.000Z,68,173,252,323
2023-01-01T20:50:00.000Z,17,140,300,303
2023-01-01T20:55:00.000Z,98,112,294,351
2023-01-01T21:00:00.000Z,0,158,263,362
2023-01-01T21:05:00.000Z,83,108,225,318
2023-01-01T21:10:00.000Z,98,122,229,383
2023-01-01T21:15:00.000Z,49,138,271,328
2023-01-01T21:20:00.000Z,42,135,296,386
2023-01-01T21:25:00.000Z,68,132,249,336
2023-01-01T21:30:00.000Z,42,105,265,329
2023-01-01T21:35:00.000Z,87,169,253,344
2023-01-01T21:40:00.000Z,53,145,217,372
2023-01-01T21:45:00.000Z,9,123,287,351
2023-01-01T21:50:00.000Z,10,158,272,361
2023-01-01T21:55:00.000Z,24,174,208,328
2023-01-01T22:00:00.000Z,60,198,262,342
2023-01-01T22:05:00.000Z,18,123,265,329
2023-01-01T22:10:00.000Z,3,105,288,330
2023-01-01T22:15:00.000Z,90,144,288,345
2023-01-01T22:20:00.000Z,56,165,226,373
2023-01-01T22:25:00.000Z,76,161,228,335
2023-01-01T22:30:00.000Z,3,157,267,342
2023-01-01T22:35:00.000Z,66,138,269,375
2023-01-01T22:40:00.000Z,97,160,284,328
2023-01-01T22:45:00.000Z,41,152,240,316
2023-01-01T22:50:00.000Z,14,151,294,377
2023-01-01T22:55:00.000Z,94,196,210,326
2023-01-01T23:00:00.000Z,20,133,220,345
2023-01-01T23:05:00.000Z,18,105,255,373
2023-01-01T23:10:00.000Z,96,195,266,344
2023-01-01T23:15:00.000Z,14,177,286,319
2023-01-01T23:20:00.000Z,75,186,297,357
2023-01-01T23:25:00.000Z,82,153,252,381
2023-01-01T23:30:00.000Z,96,135,217,354
2023-01-01T23:35:00.000Z,81,104,262,305
2023-01-01T23:40:00.000Z,19,154,276,307
2023-01-01T23:45:00.000Z,36,103,295,388
2023-01-01T23:50:00.000Z,9,143,253,303
2023-01-01T23:55:00.000Z,68,141,231,305
2023-01-02T00:00:00.000Z,16,133,271,378
2023-01-02T00:05:00.000Z,16,192,213,377
2023-01-02T00:10:00.000Z,45,114,289,356
2023-01-02T00:15:00.000Z,97,107,245,357
2023-01-02T00:20:00.000Z,81,100,295,309
2023-01-02T00:25:00.000Z,38,167,295,361
2023-01-02T00:30:00.000Z,9,177,227,398
2023-01-02T00:35:00.000Z,72,186,280,373
2023-01-02T00:40:00.000Z,34,114,211,301
2023-01-02T00:45:00.000Z,44,169,269,304
2023-01-02T00:50:00.000Z,7,146,297,323
2023-01-02T00:55:00.000Z,51,119,200,305
2023-01-02T01:00:00.000Z,84,196,294,331
2023-01-02T01:05:00.000Z,71,173,253,330
2023-01-02T01:10:00.000Z,23,161,224,368
2023-01-02T01:15:00.000Z,68,187,216,379
2023-01-02T01:20:00.000Z,4,106,219,383
2023-01-02T01:25:00.000Z,43,147,236,372
2023-01-02T01:30:00.000Z,86,188,275,346
2023-01-02T01:35:00.000Z,76,188,247,358
2023-01-02T01:40:00.000Z,89,196,297,318
2023-01-02T01:45:00.000Z,86,125,293,395
2023-01-02T01:50:00.000Z,2,139,217,352
2023-01-02T01:55:00.000Z,85,172,266,300
2023-01-02T02:00:00.000Z,5,101,218,341
2023-01-02T02:05:00.000Z,36,113,256,382
2023-01-02T02:10:00.000Z,77,194,292,371
2023-01-02T02:15:00.000Z,58,102,211,340
2023-01-02T02:20:00.000Z,48,174,280,310
2023-01-02T02:25:00.000Z,92,117,273,319
2023-01-02T02:30:00.000Z,60,147,227,355
2023-01-02T02:35:00.000Z,46,163,212,399
2023-01-02T02:40:00.000Z,95,111,228,328
2023-01-02T02:45:00.000Z,52,122,298,360
2023-01-02T02:50:00.000Z,6,186,234,303
2023-01-02T02:55:00.000Z,84,103,298,376
2023-01-02T03:00:00.000Z,58,109,249,315
2023-01-02T03:05:00.000Z,99,160,249,371
2023-01-02T03:10:00.000Z,8,101,233,306
2023-01-02T03:15:00.000Z,89,103,251,303
2023-01-02T03:20:00.000Z,7,109,299,400
2023-01-02T03:25:00.000Z,51,107,291,324
2023-01-02T03:30:00.000Z,41,164,214,333
2023-01-02T03:35:00.000Z,28,115,289,340
2023-01-02T03:40:00.000Z,76,197,284,318
2023-01-02T03:45:00.000Z,27,103,277,313
2023-01-02T03:50:00.000Z,81,169,255,384
2023-01-02T03:55:00.000Z,63,158,251,302
2023-01-02T04:00:00.000Z,38,128,219,329
2023-01-02T04:05:00.000Z,86,162,268,369
2023-01-02T04:10:00.000Z,0,128,300,307
2023-01-02T04:15:00.000Z,71,128,291,307
2023-01-02T04:20:00.000Z,87,156,283,324
2023-01-02T04:25:00.000Z,18,187,222,389
2023-01-02T04:30:00.000Z,58,189,254,336
2023-01-02T04:35:00.000Z,35,117,217,391
2023-01-02T04:40:00.000Z,50,126,239,395
2023-01-02T04:45:00.000Z,99,124,208,357
2023-01-02T04:50:00.000Z,83,124,228,347
2023-01-02T04:55:00.000Z,50,167,235,394
2023-01-02T05:00:00.000Z,40,143,212,378
2023-01-02T05:05:00.000Z,24,104,257,323
2023-01-02T05:10:00.000Z,99,112,238,303
2023-01-02T05:15:00.000Z,23,112,239,307
2023-01-02T05:20:00.000Z,11,130,298,365
2023-01-02T05:25:00.000Z,83,153,212,311
2023-01-02T05:30:00.000Z,71,104,283,350
2023-01-02T05:35:00.000Z,29,157,222,330
2023-01-02T05:40:00.000Z,58,177,245,376
2023-01-02T05:45:00.000Z,44,120,262,362
2023-01-02T05:50:00.000Z,56,122,255,331
2023-01-02T05:55:00.000Z,19,116,247,313
2023-01-02T06:00:00.000Z,44,184,288,337
2023-01-02T06:05:00.000Z,83,194,266,309
2023-01-02T06:10:00.000Z,38,119,231,334
2023-01-02T06:15:00.000Z,78,126,253,359
2023-01-02T06:20:00.000Z,39,112,267,357
2023-01-02T06:25:00.000Z,46,118,230,367
2023-01-02T06:30:00.000Z,30,109,229,338
2023-01-02T06:35:00.000Z,34,198,209,379
2023-01-02T06:40:00.000Z,26,152,225,370
2023-01-02T06:45:00.000Z,82,158,203,381
2023-01-02T06:50:00.000Z,61,193,296,325
2023-01-02T06:55:00.000Z,46,103,228,384
2023-01-02T07:00:00.000Z,23,131,273,300
2023-01-02T07:05:00.000Z,22,164,219,325
2023-01-02T07:10:00.000Z,5,152,296,335
2023-01-02T07:15:00.000Z,78,187,255,312
2023-01-02T07:20:00.000Z,31,142,228,316
2023-01-02T07:25:00.000Z,25,110,213,387
2023-01-02T07:30:00.000Z,85,182,247,348
2023-01-02T07:35:00.000Z,28,105,287,376
2023-01-02T07:40:00.000Z,58,162,289,337
2023-01-02T07:45:00.000Z,80,116,291,376
2023-01-02T07:50:00.000Z,55,191,205,365
2023-01-02T07:55:00.000Z,58,166,277,386
2023-01-02T08:00:00.000Z,93,140,224,380
2023-01-02T08:05:00.000Z,49,135,270,390
2023-01-02T08:10:00.000Z,18,177,258,333
2023-01-02T08:15:00.000Z,17,142,282,344
2023-01-02T08:20:00.000Z,64,110,269,381
2023-01-02T08:25:00.000Z,59,114,220,330
2023-01-02T08:30:00.000Z,15,108,253,390
2023-01-02T08:35:00.000Z,41,169,286,335
2023-01-02T08:40:00.000Z,94,110,225,369
2023-01-02T08:45:00.000Z,5,117,225,331
2023-01-02T08:50:00.000Z,69,146,224,303
2023-01-02T08:55:00.000Z,62,129,269,301
2023-01-02T09:00:00.000Z,71,106,258,300
2023-01-02T09:05:00.000Z,65,109,243,385
2023-01-02T09:10:00.000Z,95,129,265,336
2023-01-02T09:15:00.000Z,55,153,235,303
2023-01-02T09:20:00.000Z,17,157,277,344
2023-01-02T09:25:00.000Z,84,186,265,333
2023-01-02T09:30:00.000Z,16,160,232,301
2023-01-02T09:35:00.000Z,77,154,296,347
2023-01-02T09:40:00.000Z,53,134,205,352
2023-01-02T09:45:00.000Z,39,149,202,336
2023-01-02T09:50:00.000Z,90,151,260,390
2023-01-02T09:55:00.000Z,74,100,298,373
2023-01-02T10:00:00.000Z,96,155,231,400
2023-01-02T10:05:00.000Z,92,104,230,357
2023-01-02T10:10:00.000Z,4,148,250,310
2023-01-02T10:15:00.000Z,32,146,299,354
2023-01-02T10:20:00.000Z,18,149,259,310
2023-01-02T10:25:00.000Z,36,151,200,336
2023-01-02T10:30:00.000Z,56,166,238,369
2023-01-02T10:35:00.000Z,14,144,275,378
2023-01-02T10:40:00.000Z,31,171,288,341
2023-01-02T10:45:00.000Z,80,156,281,394
2023-01-02T10:50:00.000Z,13,136,239,316
2023-01-02T10:55:00.000Z,97,132,214,327
2023-01-02T11:00:00.000Z,70,119,261,303
2023-01-02T11:05:00.000Z,40,137,278,381
2023-01-02T11:10:00.000Z,5,104,292,312
2023-01-02T11:15:00.000Z,18,133,213,356
2023-01-02T11:20:00.000Z,2,180,223,323
2023-01-02T11:25:00.000Z,98,137,213,348
2023-01-02T11:30:00.000Z,54,126,250,304
2023-01-02T11:35:00.000Z,44,192,256,326
2023-01-02T11:40:00.000Z,31,139,256,375
2023-01-02T11:45:00.000Z,28,175,261,315
2023-01-02T11:50:00.000Z,55,166,240,366
2023-01-02T11:55:00.000Z,16,193,254,329
2023-01-02T12:00:00.000Z,80,133,204,308
2023-01-02T12:05:00.000Z,30,110,222,309
2023-01-02T12:10:00.000Z,51,128,278,337
2023-01-02T12:15:00.000Z,48,112,274,352
2023-01-02T12:20:00.000Z,36,120,271,344
2023-01-02T12:25:00.000Z,94,200,217,351
2023-01-02T12:30:00.000Z,23,109,275,359
2023-01-02T12:35:00.000Z,18,196,255,386
2023-01-02T12:40:00.000Z,90,196,208,379
2023-01-02T12:45:00.000Z,47,125,236,352
2023-01-02T12:50:00.000Z,53,120,223,322
2023-01-02T12:55:00.000Z,67,150,218,330
2023-01-02T13:00:00.000Z,6,190,237,389
2023-01-02T13:05:00.000Z,81,181,227,323
2023-01-02T13:10:00.000Z,94,155,245,324
2023-01-02T13:15:00.000Z,34,122,233,339
2023-01-02T13:20:00.000Z,52,155,242,385
2023-01-02T13:25:00.000Z,59,179,297,371
2023-01-02T13:30:00.000Z,4,197,252,359
2023-01-02T13:35:00.000Z,9,120,275,355
2023-01-02T13:40:00.000Z,49,141,210,345
2023-01-02T13:45:00.000Z,43,105,229,380
2023-01-02T13:50:00.000Z,78,163,248,395
2023-01-02T13:55:00.000Z,62,123,264,364
2023-01-02T14:00:00.000Z,89,140,296,311
2023-01-02T14:05:00.000Z,30,158,250,335
2023-01-02T14:10:00.000Z,56,159,220,307
2023-01-02T14:15:00.000Z,42,130,279,366
2023-01-02T14:20:00.000Z,63,150,200,389
2023-01-02T14:25:00.000Z,40,197,200,345
2023-01-02T14:30:00.000Z,4,156,285,383
2023-01-02T14:35:00.000Z,88,170,277,314
2023-01-02T14:40:00.000Z,28,108,291,375
2023-01-02T14:45:00.000Z,89,124,281,330
2023-01-02T14:50:00.000Z,51,181,253,369
2023-01-02T14:55:00.000Z,73,101,207,354
2023-01-02T15:00:00.000Z,65,122,219,361
2023-01-02T15:05:00.000Z,47,169,250,320
2023-01-02T15:10:00.000Z,64,181,262,300
2023-01-02T15:15:00.000Z,43,116,254,303
2023-01-02T15:20:00.000Z,58,166,266,341
2023-01-02T15:25:00.000Z,60,132,245,308
2023-01-02T15:30:00.000Z,40,127,204,357
2023-01-02T15:35:00.000Z,38,116,254,364
2023-01-02T15:40:00.000Z,61,161,291,400
2023-01-02T15:45:00.000Z,35,172,261,354
2023-01-02T15:50:00.000Z,3,119,264,351
2023-01-02T15:55:00.000Z,74,175,219,350
2023-01-02T16:00:00.000Z,36,116,237,313
2023-01-02T16:05:00.000Z,73,117,210,308
2023-01-02T16:10:00.000Z,12,191,206,374
2023-01-02T16:15:00.000Z,35,108,285,396
2023-01-02T16:20:00.000Z,41,154,270,332
2023-01-02T16:25:00.000Z,46,140,239,354
2023-01-02T16:30:00.000Z,50,162,215,309
2023-01-02T16:35:00.000Z,17,164,280,308
2023-01-02T16:40:00.000Z,47,147,299,309
2023-01-02T16:45:00.000Z,24,127,287,322
2023-01-02T16:50:00.000Z,79,105,230,358
2023-01-02T16:55:00.000Z,98,174,226,346
2023-01-02T17:00:00.000Z,83,157,208,384
2023-01-02T17:05:00.000Z,14,122,224,382
2023-01-02T17:10:00.000Z,81,200,278,326
2023-01-02T17:15:00.000Z,12,104,244,307
2023-01-02T17:20:00.000Z,40,165,248,315
2023-01-02T17:25:00.000Z,99,135,265,340
2023-01-02T17:30:00.000Z,42,102,273,363
2023-01-02T17:35:00.000Z,93,191,239,388
2023-01-02T17:40:00.000Z,33,127,272,343
2023-01-02T17:45:00.000Z,16,169,216,306
2023-01-02T17:50:00.000Z,97,104,209,310
2023-01-02T17:55:00.000Z,54,132,239,306
2023-01-02T18:00:00.000Z,41,115,213,306
2023-01-02T18:05:00.000Z,56,187,253,312
2023-01-02T18:10:00.000Z,90,194,213,324
2023-01-02T18:15:00.000Z,51,149,221,303
2023-01-02T18:20:00.000Z,84,173,233,341
2023-01-02T18:25:00.000Z,67,184,287,388
2023-01-02T18:30:00.000Z,45,187,296,306
2023-01-02T18:35:00.000Z,19,147,300,348
2023-01-02T18:40:00.000Z,25,148,293,305
2023-01-02T18:45:00.000Z,12,100,227,394
2023-01-02T18:50:00.000Z,79,175,294,370
2023-01-02T18:55:00.000Z,60,168,278,361
2023-01-02T19:00:00.000Z,13,103,265,341
2023-01-02T19:05:00.000Z,24,198,213,354
2023-01-02T19:10:00.000Z,52,106,248,313
2023-01-02T19:15:00.000Z,8,158,239,330
2023-01-02T19:20:00.000Z,93,193,240,330
2023-01-02T19:25:00.000Z,30,169,200,350
2023-01-02T19:30:00.000Z,47,109,282,382
2023-01-02T19:35:00.000Z,54,130,219,346
2023-01-02T19:40:00.000Z,23,110,293,309
2023-01-02T19:45:00.000Z,99,135,234,331
2023-01-02T19:50:00.000Z,100,197,268,308
2023-01-02T19:55:00.000Z,27,102,210,370
2023-01-02T20:00:00.000Z,2,128,206,322
2023-01-02T20:05:00.000Z,26,109,216,390
2023-01-02T20:10:00.000Z,75,185,283,367
2023-01-02T20:15:00.000Z,46,125,260,364
2023-01-02T20:20:00.000Z,9,184,267,333
2023-01-02T20:25:00.000Z,58,161,250,329
2023-01-02T20:30:00.000Z,67,126,247,371
2023-01-02T20:35:00.000Z,74,132,208,344
2023-01-02T20:40:00.000Z,100,175,245,320
2023-01-02T20:45:00.000Z,18,162,234,341
2023-01-02T20:50:00.000Z,33,123,248,361
2023-01-02T20:55:00.000Z,39,199,295,364
2023-01-02T21:00:00.000Z,64,185,235,325
2023-01-02T21:05:00.000Z,62,168,283,333
2023-01-02T21:10:00.000Z,80,119,218,360
2023-01-02T21:15:00.000Z,10,193,295,334
2023-01-02T21:20:00.000Z,59,102,288,355
2023-01-02T21:25:00.000Z,73,175,216,331
2023-01-02T21:30:00.000Z,100,179,285,310
2023-01-02T21:35:00.000Z,54,132,231,319
2023-01-02T21:40:00.000Z,87,119,288,387
2023-01-02T21:45:00.000Z,21,102,253,344
2023-01-02T21:50:00.000Z,59,121,267,317
2023-01-02T21:55:00.000Z,40,120,261,398
2023-01-02T22:00:00.000Z,71,154,231,354
2023-01-02T22:05:00.000Z,23,164,230,392
2023-01-02T22:10:00.000Z,43,176,257,368
2023-01-02T22:15:00.000Z,73,160,206,382
2023-01-02T22:20:00.000Z,52,108,280,372
2023-01-02T22:25:00.000Z,37,166,249,315
